,gateway_rssi,gateway_snr,node_rssi,node_snr,node_vcc,payload
2019-05-30 00:00:00,-42.92857142857142,0.0,-39.94642857142856,0.0,5092.303571428572,0.0
2019-05-30 00:05:00,-43.037735849056624,0.0,-39.92452830188679,0.0,5093.830188679246,0.0
2019-05-30 00:10:00,-43.03921568627452,0.0,-40.01960784313725,0.0,5094.64705882353,0.0
2019-05-30 00:15:00,-43.00000000000001,0.0,-39.96296296296297,0.0,5094.2962962962965,0.0
2019-05-30 00:20:00,-42.92727272727272,0.0,-39.92727272727272,0.0,5093.072727272727,0.0
2019-05-30 00:25:00,-43.057692307692314,0.0,-39.903846153846146,0.0,5094.673076923078,0.0
2019-05-30 00:30:00,-42.94444444444444,0.0,-39.8888888888889,0.0,5093.870370370371,0.0
2019-05-30 00:35:00,-42.888888888888886,0.0,-39.77777777777777,0.0,5088.333333333334,0.0
2019-05-30 00:40:00,-42.961538461538474,0.0,-39.84615384615385,0.0,5092.01923076923,0.0
2019-05-30 00:45:00,-43.01851851851853,0.0,-39.90740740740741,0.0,5090.888888888888,0.0
2019-05-30 00:50:00,-42.96363636363637,0.0,-40.0,0.0,5089.3090909090915,0.0
2019-05-30 00:55:00,-43.07692307692308,0.0,-39.94230769230768,0.0,5091.576923076923,0.0
2019-05-30 01:00:00,-42.94339622641509,0.0,-40.0,0.0,5092.09433962264,0.0
2019-05-30 01:05:00,-43.05555555555556,0.0,-40.00000000000001,0.0,5089.185185185184,0.0
2019-05-30 01:10:00,-43.05769230769231,0.0,-40.019230769230774,0.0,5089.807692307692,0.0
2019-05-30 01:15:00,-43.074074074074076,0.0,-39.96296296296294,0.0,5089.61111111111,0.0
2019-05-30 01:20:00,-43.05660377358491,0.0,-40.00000000000001,0.0,5087.754716981131,0.0
2019-05-30 01:25:00,-43.230769230769226,0.0,-39.99999999999999,0.0,5085.826923076924,0.0
2019-05-30 01:30:00,-43.14545454545455,0.0,-40.036363636363646,0.0,5091.818181818181,0.0
2019-05-30 01:35:00,-43.3125,0.0,-40.0,0.0,5093.125,0.0
2019-05-30 01:50:00,-43.50000000000001,0.0,-40.125,0.0,5081.625,0.0
2019-05-30 01:55:00,-43.1090909090909,0.0,-40.0,0.0,5089.727272727272,0.0
2019-05-30 02:00:00,-43.14545454545455,0.0,-39.999999999999986,0.0,5085.545454545457,0.0
2019-05-30 02:05:00,-43.15384615384616,0.0,-39.980769230769226,0.0,5089.365384615384,0.0
2019-05-30 02:10:00,-43.15094339622643,0.0,-39.981132075471685,0.0,5087.32075471698,0.0
2019-05-30 02:15:00,-43.20754716981133,0.0,-39.99999999999999,0.0,5088.188679245284,0.0
2019-05-30 02:20:00,-43.00000000000001,0.0,-40.00000000000001,0.0,5090.792452830187,0.0
2019-05-30 02:25:00,-43.181818181818194,0.0,-40.03636363636366,0.0,5088.890909090909,0.0
2019-05-30 02:30:00,-43.111111111111114,0.0,-39.9259259259259,0.0,5090.888888888888,0.0
2019-05-30 02:35:00,-43.24528301886792,0.0,-39.9622641509434,0.0,5089.9245283018845,0.0
2019-05-30 02:40:00,-43.14814814814815,0.0,-39.87037037037035,0.0,5093.018518518517,0.0
2019-05-30 02:45:00,-43.309090909090905,0.0,-39.98181818181816,0.0,5091.399999999999,0.0
2019-05-30 02:50:00,-43.321428571428555,0.0,-39.94642857142856,0.0,5089.017857142859,0.0
2019-05-30 02:55:00,-43.07692307692309,0.0,-39.865384615384606,0.0,5092.9038461538485,0.0
2019-05-30 03:00:00,-43.18181818181819,0.0,-40.10909090909091,0.0,5088.054545454547,0.0
2019-05-30 03:05:00,-43.018181818181816,0.0,-39.99999999999999,0.0,5092.654545454546,0.0
2019-05-30 03:10:00,-43.039215686274495,0.0,-39.901960784313715,0.0,5093.294117647058,0.0
2019-05-30 03:15:00,-43.145454545454555,0.0,-39.94545454545452,0.0,5090.145454545456,0.0
2019-05-30 03:20:00,-43.111111111111114,0.0,-39.97777777777778,0.0,5091.911111111112,0.0
2019-05-30 03:40:00,-43.11428571428572,0.0,-39.97142857142857,0.0,5083.514285714285,0.0
2019-05-30 03:45:00,-43.163636363636364,0.0,-39.98181818181821,0.0,5085.127272727272,0.0
2019-05-30 03:50:00,-43.07142857142858,0.0,-39.92857142857142,0.0,5090.6607142857165,0.0
2019-05-30 03:55:00,-43.35185185185187,0.0,-39.96296296296295,0.0,5089.611111111111,0.0
2019-05-30 04:00:00,-43.267857142857146,0.0,-39.892857142857146,0.0,5088.607142857143,0.0
2019-05-30 04:05:00,-43.16071428571429,0.0,-39.80357142857142,0.0,5091.892857142858,0.0
2019-05-30 04:10:00,-43.14814814814815,0.0,-39.740740740740726,0.0,5090.888888888889,0.0
2019-05-30 04:15:00,-43.160714285714285,0.0,-39.80357142857142,0.0,5088.607142857143,0.0
2019-05-30 04:20:00,-43.41071428571427,0.0,-39.87499999999999,0.0,5091.892857142856,0.0
2019-05-30 04:25:00,-43.29629629629628,0.0,-39.77777777777778,0.0,5090.037037037037,0.0
2019-05-30 04:30:00,-43.178571428571416,0.0,-39.714285714285715,0.0,5093.946428571429,0.0
2019-05-30 04:35:00,-43.12499999999999,0.0,-39.66071428571428,0.0,5089.839285714285,0.0
2019-05-30 04:40:00,-43.0188679245283,0.0,-39.69811320754717,0.0,5092.528301886794,0.0
2019-05-30 04:45:00,-43.350877192982466,0.0,-39.82456140350877,0.0,5089.947368421051,0.0
2019-05-30 04:50:00,-43.36363636363636,0.0,-39.67272727272728,0.0,5090.981818181818,0.0
2019-05-30 04:55:00,-43.29090909090908,0.0,-39.81818181818182,0.0,5091.399999999998,0.0
2019-05-30 05:00:00,-43.05882352941177,0.0,-39.90196078431373,0.0,5089.686274509801,0.0
2019-05-30 05:05:00,-43.217391304347835,0.0,-39.91304347826087,0.0,5093.000000000002,0.0
2019-05-30 05:10:00,-43.32608695652174,0.0,-39.95652173913044,0.0,5091.499999999998,0.0
2019-05-30 05:15:00,-43.099999999999994,0.0,-39.775000000000006,0.0,5090.25,0.0
2019-05-30 05:20:00,-43.0232558139535,0.0,-39.67441860465116,0.0,5092.2558139534885,0.0
2019-05-30 05:25:00,-42.97435897435898,0.0,-39.692307692307686,0.0,5087.743589743591,0.0
2019-05-30 05:30:00,-42.99999999999998,0.0,-39.82978723404257,0.0,5092.085106382978,0.0
2019-05-30 05:35:00,-43.170212765957444,0.0,-39.7659574468085,0.0,5091.106382978723,0.0
2019-05-30 05:40:00,-43.339999999999996,0.0,-39.73999999999999,0.0,5092.780000000002,0.0
2019-05-30 05:45:00,-43.10869565217391,0.0,-39.71739130434783,0.0,5093.5,0.0
2019-05-30 05:50:00,-43.11999999999999,0.0,-39.619999999999976,0.0,5092.779999999999,0.0
2019-05-30 05:55:00,-43.08000000000002,0.0,-39.68,0.0,5089.5599999999995,0.0
2019-05-30 06:00:00,-42.36,0.0,-38.83999999999998,0.0,5091.399999999999,0.0
2019-05-30 06:05:00,-40.90384615384615,0.0,-37.17307692307693,0.0,5091.576923076924,0.0
2019-05-30 06:10:00,-44.48780487804879,0.0,-40.73170731707316,0.0,5089.829268292684,0.0
2019-05-30 06:15:00,-44.26190476190476,0.0,-40.69047619047619,0.0,5088.333333333333,0.0
