,pir_duplicates,pir_messages,env_duplicates,env_messages,pir_delivery_ratio,network_delivery_ratio
2019-06-10 20:30:00+00:00,0,0,0,81,0.0,0.9
2019-06-10 20:45:00+00:00,0,0,0,83,0.0,0.9222222222222223
2019-06-10 21:00:00+00:00,0,0,0,86,0.0,0.9555555555555556
2019-06-10 21:15:00+00:00,0,0,0,83,0.0,0.9222222222222223
2019-06-10 21:30:00+00:00,0,0,0,84,0.0,0.9333333333333333
2019-06-10 21:45:00+00:00,0,0,0,83,0.0,0.9222222222222223
2019-06-10 22:00:00+00:00,0,0,0,84,0.0,0.9333333333333333
2019-06-10 22:15:00+00:00,0,0,0,81,0.0,0.9
2019-06-10 22:30:00+00:00,0,0,0,84,0.0,0.9333333333333333
2019-06-10 22:45:00+00:00,0,0,0,85,0.0,0.9444444444444444
2019-06-10 23:00:00+00:00,0,0,0,83,0.0,0.9222222222222223
2019-06-10 23:15:00+00:00,0,0,0,80,0.0,0.8888888888888888
2019-06-10 23:30:00+00:00,0,0,0,81,0.0,0.9
2019-06-10 23:45:00+00:00,0,0,0,83,0.0,0.9222222222222223
2019-06-11 00:00:00+00:00,0,0,0,86,0.0,0.9555555555555556
2019-06-11 00:15:00+00:00,0,0,1,83,0.0,0.9222222222222223
2019-06-11 00:30:00+00:00,0,0,0,83,0.0,0.9222222222222223
2019-06-11 00:45:00+00:00,0,0,0,80,0.0,0.8888888888888888
2019-06-11 01:00:00+00:00,0,0,0,85,0.0,0.9444444444444444
2019-06-11 01:15:00+00:00,0,0,0,85,0.0,0.9444444444444444
2019-06-11 01:30:00+00:00,0,0,0,81,0.0,0.9
2019-06-11 01:45:00+00:00,0,0,1,82,0.0,0.9111111111111111
2019-06-11 02:00:00+00:00,0,0,0,80,0.0,0.8888888888888888
2019-06-11 02:15:00+00:00,0,0,0,84,0.0,0.9333333333333333
2019-06-11 02:30:00+00:00,0,0,0,81,0.0,0.9
2019-06-11 02:45:00+00:00,0,0,0,84,0.0,0.9333333333333333
2019-06-11 03:00:00+00:00,0,0,0,83,0.0,0.9222222222222223
2019-06-11 03:15:00+00:00,0,0,0,86,0.0,0.9555555555555556
2019-06-11 03:30:00+00:00,0,0,0,81,0.0,0.9
2019-06-11 03:45:00+00:00,0,0,0,85,0.0,0.9444444444444444
2019-06-11 04:00:00+00:00,0,0,0,80,0.0,0.8888888888888888
2019-06-11 04:15:00+00:00,0,0,0,85,0.0,0.9444444444444444
2019-06-11 04:30:00+00:00,0,0,0,85,0.0,0.9444444444444444
