,pir_duplicates,pir_messages,env_duplicates,env_messages,pir_delivery_ratio,network_delivery_ratio
2019-06-07 09:45:00+00:00,0,4,0,4,0.2857142857142857,0.044444444444444446
2019-06-07 10:00:00+00:00,0,13,0,24,0.9285714285714286,0.26666666666666666
2019-06-07 10:15:00+00:00,0,12,0,19,0.8571428571428571,0.2111111111111111
2019-06-07 10:30:00+00:00,0,0,0,22,0.0,0.24444444444444444
2019-06-07 10:45:00+00:00,0,0,0,14,0.0,0.15555555555555556
2019-06-07 11:00:00+00:00,0,0,0,5,0.0,0.05555555555555555
2019-06-07 11:15:00+00:00,0,0,3,22,0.0,0.24444444444444444
2019-06-07 11:30:00+00:00,0,2,0,20,0.14285714285714285,0.2222222222222222
2019-06-07 11:45:00+00:00,0,1,0,21,0.07142857142857142,0.23333333333333334
2019-06-07 12:00:00+00:00,0,0,0,17,0.0,0.18888888888888888
2019-06-07 12:15:00+00:00,0,0,0,24,0.0,0.26666666666666666
2019-06-07 12:30:00+00:00,0,0,0,14,0.0,0.15555555555555556
2019-06-07 12:45:00+00:00,0,0,0,21,0.0,0.23333333333333334
2019-06-07 13:00:00+00:00,0,0,0,20,0.0,0.2222222222222222
2019-06-07 13:15:00+00:00,0,0,0,14,0.0,0.15555555555555556
2019-06-07 13:30:00+00:00,0,0,0,21,0.0,0.23333333333333334
2019-06-07 13:45:00+00:00,0,0,0,21,0.0,0.23333333333333334
2019-06-07 14:00:00+00:00,0,0,0,14,0.0,0.15555555555555556
2019-06-07 14:15:00+00:00,0,0,0,17,0.0,0.18888888888888888
2019-06-07 14:30:00+00:00,0,0,0,24,0.0,0.26666666666666666
2019-06-07 14:45:00+00:00,0,0,0,21,0.0,0.23333333333333334
2019-06-07 15:00:00+00:00,0,0,0,17,0.0,0.18888888888888888
2019-06-07 15:15:00+00:00,0,0,0,26,0.0,0.28888888888888886
2019-06-07 15:30:00+00:00,0,0,0,21,0.0,0.23333333333333334
2019-06-07 15:45:00+00:00,0,0,0,16,0.0,0.17777777777777778
2019-06-07 16:00:00+00:00,0,0,0,20,0.0,0.2222222222222222
2019-06-07 16:15:00+00:00,0,0,0,13,0.0,0.14444444444444443
2019-06-07 16:30:00+00:00,0,0,1,20,0.0,0.2222222222222222
2019-06-07 16:45:00+00:00,0,0,0,11,0.0,0.12222222222222222
2019-06-07 17:00:00+00:00,0,0,0,20,0.0,0.2222222222222222
2019-06-07 17:15:00+00:00,0,0,0,17,0.0,0.18888888888888888
2019-06-07 17:30:00+00:00,0,0,0,17,0.0,0.18888888888888888
2019-06-07 17:45:00+00:00,0,0,0,14,0.0,0.15555555555555556
2019-06-07 18:00:00+00:00,0,0,0,10,0.0,0.1111111111111111
2019-06-07 18:15:00+00:00,0,0,0,19,0.0,0.2111111111111111
2019-06-07 18:30:00+00:00,0,0,0,14,0.0,0.15555555555555556
2019-06-07 18:45:00+00:00,0,0,0,19,0.0,0.2111111111111111
2019-06-07 19:00:00+00:00,0,0,0,17,0.0,0.18888888888888888
2019-06-07 19:15:00+00:00,0,0,0,16,0.0,0.17777777777777778
2019-06-07 19:30:00+00:00,0,0,0,13,0.0,0.14444444444444443
2019-06-07 19:45:00+00:00,0,0,0,23,0.0,0.25555555555555554
2019-06-07 20:00:00+00:00,0,0,0,17,0.0,0.18888888888888888
