,gateway_rssi,gateway_snr,node_rssi,node_snr,node_vcc,payload
2019-10-01 10:45:00+00:00,-71.75,-5.0,-63.75,-5.5,5084.5,59.0
2019-10-01 11:05:00+00:00,-70.25,-5.25,-62.5,-5.25,5090.25,59.0
2019-10-01 12:05:00+00:00,-72.50793650793653,-5.142857142857145,-64.5873015873016,-5.285714285714285,5089.063492063491,59.0
2019-10-01 12:10:00+00:00,-72.40259740259737,-5.181818181818181,-64.38961038961037,-5.389610389610389,5089.12987012987,59.0
2019-10-01 12:15:00+00:00,-72.89610389610384,-5.064935064935066,-64.88311688311688,-5.233766233766234,5087.038961038961,59.0
2019-10-01 12:20:00+00:00,-72.08333333333333,-5.166666666666666,-63.94444444444446,-5.458333333333333,5091.5277777777765,59.0
2019-10-01 12:25:00+00:00,-69.98648648648647,-5.135135135135137,-61.94594594594595,-5.310810810810811,5090.716216216215,59.0
2019-10-01 12:30:00+00:00,-69.5789473684211,-5.171052631578947,-61.27631578947368,-5.31578947368421,5092.671052631579,59.0
2019-10-01 12:35:00+00:00,-69.51315789473685,-5.368421052631578,-61.3157894736842,-5.473684210526318,5090.855263157894,59.0
2019-10-01 12:40:00+00:00,-70.63636363636358,-5.129870129870131,-62.42857142857143,-5.441558441558441,5093.610389610389,59.0
2019-10-01 12:45:00+00:00,-69.8961038961039,-5.194805194805196,-61.79220779220779,-5.233766233766235,5091.818181818181,59.0
2019-10-01 12:50:00+00:00,-70.75675675675676,-5.2702702702702675,-62.662162162162154,-5.432432432432432,5091.027027027026,59.0
2019-10-01 12:55:00+00:00,-71.19230769230766,-5.128205128205125,-62.94871794871795,-5.256410256410256,5090.102564102562,58.76923076923073
2019-10-01 13:00:00+00:00,-72.63157894736838,-5.026315789473685,-64.48684210526316,-5.223684210526315,5089.039473684214,58.342105263157904
2019-10-01 13:05:00+00:00,-73.25675675675673,-5.0,-65.22972972972974,-5.108108108108109,5089.783783783783,58.0
2019-10-01 13:10:00+00:00,-73.4025974025974,-5.012987012987014,-65.3246753246753,-5.129870129870132,5090.324675324674,58.0
2019-10-01 13:15:00+00:00,-73.2307692307692,-5.000000000000001,-65.21794871794867,-5.153846153846156,5090.397435897435,58.0
2019-10-01 13:20:00+00:00,-73.08,-4.946666666666665,-65.10666666666668,-5.160000000000002,5088.333333333334,58.0
2019-10-01 13:25:00+00:00,-73.25641025641029,-5.000000000000002,-65.28205128205127,-5.141025641025641,5090.692307692307,58.0
2019-10-01 13:30:00+00:00,-73.34666666666661,-4.959999999999999,-65.24,-5.079999999999999,5088.333333333335,58.0
2019-10-01 13:35:00+00:00,-73.21333333333331,-4.96,-65.2533333333333,-5.066666666666666,5088.9466666666685,58.0
2019-10-01 13:40:00+00:00,-73.53246753246752,-5.051948051948051,-65.27272727272725,-5.129870129870131,5090.025974025973,58.0
2019-10-01 13:45:00+00:00,-73.4025974025974,-4.9350649350649345,-65.31168831168827,-5.116883116883119,5089.727272727271,58.0
2019-10-01 13:50:00+00:00,-73.13513513513514,-5.013513513513511,-65.08108108108111,-5.175675675675678,5090.094594594592,58.0
2019-10-01 13:55:00+00:00,-73.25974025974027,-4.987012987012989,-65.12987012987013,-5.090909090909091,5088.233766233768,58.0
2019-10-01 14:00:00+00:00,-73.33333333333334,-4.9743589743589745,-65.34615384615385,-5.166666666666664,5088.628205128207,58.0
2019-10-01 14:05:00+00:00,-73.30666666666666,-4.973333333333335,-65.41333333333333,-5.08,5090.479999999999,58.0
2019-10-01 14:10:00+00:00,-73.28205128205134,-4.98717948717949,-65.35897435897438,-5.14102564102564,5087.743589743592,58.0
2019-10-01 14:15:00+00:00,-73.40789473684212,-4.986842105263159,-65.42105263157896,-5.157894736842105,5088.131578947367,58.0
2019-10-01 14:20:00+00:00,-73.23287671232873,-4.945205479452055,-65.28767123287669,-5.178082191780823,5090.958904109586,58.0
2019-10-01 14:25:00+00:00,-73.1038961038961,-4.974025974025974,-65.0649350649351,-5.194805194805196,5087.935064935067,58.0
2019-10-01 14:30:00+00:00,-73.15584415584418,-5.012987012987011,-65.15584415584418,-5.168831168831169,5089.727272727271,58.0
2019-10-01 14:35:00+00:00,-73.41333333333334,-5.04,-65.36000000000001,-5.079999999999999,5089.866666666665,58.0
2019-10-01 14:40:00+00:00,-72.78571428571429,-5.017857142857143,-65.00000000000003,-5.250000000000001,5091.071428571428,58.0
2019-10-01 15:00:00+00:00,-69.0,-5.0740740740740735,-60.94444444444444,-5.5,5089.185185185185,58.0
2019-10-01 15:05:00+00:00,-69.68421052631578,-5.13157894736842,-61.34210526315789,-5.421052631578945,5089.947368421052,58.0
2019-10-01 15:10:00+00:00,-69.67532467532469,-5.1688311688311686,-61.688311688311686,-5.389610389610391,5086.142857142857,58.0
2019-10-01 15:15:00+00:00,-71.31081081081079,-5.121621621621621,-63.513513513513516,-5.4459459459459465,5089.162162162162,58.0
2019-10-01 15:20:00+00:00,-72.4358974358974,-5.064102564102566,-64.57692307692307,-5.282051282051279,5076.833333333333,58.0
2019-10-01 15:25:00+00:00,-71.26666666666665,-5.173333333333332,-63.346666666666664,-5.493333333333333,5076.373333333335,58.0
2019-10-01 15:30:00+00:00,-70.2,-5.160000000000001,-62.106666666666655,-5.413333333333332,5076.986666666668,57.93333333333334
2019-10-01 15:35:00+00:00,-70.75000000000003,-5.157894736842107,-62.52631578947368,-5.328947368421054,5074.815789473683,57.39473684210526
2019-10-01 15:40:00+00:00,-71.58227848101268,-5.063291139240505,-62.886075949367104,-5.20253164556962,5075.9113924050625,57.139240506329145
