timestamp,gateway_rssi,gateway_snr,node_rssi,node_snr,node_vcc,payload
2020-02-29 22:00:00+00:00,-47.699999999999996,-5.6,-43.699999999999996,-5.5,5082.200000000001,56.0
2020-02-29 22:05:00+00:00,-47.54716981132075,-5.641509433962264,-43.52830188679246,-5.58490566037736,5082.981132075471,56.0
2020-02-29 22:10:00+00:00,-47.78181818181818,-5.672727272727273,-43.54545454545457,-5.290909090909089,5083.454545454545,56.0
2020-02-29 22:15:00+00:00,-47.647058823529406,-5.54901960784314,-43.529411764705884,-5.3921568627450975,5078.8627450980375,56.0
2020-02-29 22:20:00+00:00,-47.47169811320755,-5.754716981132076,-43.35849056603773,-5.245283018867923,5080.377358490567,56.0
2020-02-29 22:25:00+00:00,-47.7962962962963,-5.722222222222222,-43.57407407407407,-5.333333333333334,5079.814814814815,56.0
2020-02-29 22:30:00+00:00,-47.673076923076934,-5.711538461538463,-43.48076923076921,-5.423076923076924,5081.403846153845,56.0
2020-02-29 22:35:00+00:00,-47.62264150943396,-5.69811320754717,-43.47169811320755,-5.301886792452831,5081.67924528302,56.0
2020-02-29 22:40:00+00:00,-47.77777777777778,-5.7407407407407405,-43.51851851851852,-5.333333333333333,5084.499999999999,56.0
2020-02-29 22:45:00+00:00,-47.84615384615383,-5.596153846153846,-43.65384615384616,-5.403846153846154,5079.192307692309,56.0
2020-02-29 22:50:00+00:00,-47.83018867924528,-5.735849056603774,-43.660377358490564,-5.226415094339621,5079.943396226415,56.0
2020-02-29 22:55:00+00:00,-47.75925925925925,-5.703703703703703,-43.611111111111114,-5.35185185185185,5082.3703703703695,56.0
2020-02-29 23:00:00+00:00,-47.66666666666667,-5.5882352941176485,-43.647058823529406,-5.411764705882354,5082.019607843139,56.0
2020-02-29 23:05:00+00:00,-47.77777777777777,-5.666666666666667,-43.66666666666665,-5.481481481481481,5080.24074074074,56.0
2020-02-29 23:10:00+00:00,-47.77777777777777,-5.703703703703704,-43.611111111111114,-5.4259259259259265,5079.3888888888905,56.0
2020-02-29 23:15:00+00:00,-47.89090909090909,-5.690909090909091,-43.636363636363626,-5.4363636363636365,5083.454545454546,56.0
2020-02-29 23:20:00+00:00,-47.78846153846154,-5.730769230769232,-43.80769230769231,-5.4230769230769225,5083.615384615386,56.0
2020-02-29 23:25:00+00:00,-47.800000000000004,-5.70909090909091,-43.6,-5.4,5082.199999999999,56.0
2020-02-29 23:30:00+00:00,-47.72222222222222,-5.64814814814815,-43.72222222222222,-5.4074074074074066,5080.666666666668,56.0
2020-02-29 23:35:00+00:00,-47.653846153846146,-5.6730769230769225,-43.78846153846153,-5.403846153846154,5083.615384615386,56.0
2020-02-29 23:40:00+00:00,-47.654545454545456,-5.6909090909090905,-43.70909090909092,-5.381818181818183,5080.527272727271,56.0
2020-02-29 23:45:00+00:00,-47.925925925925924,-5.814814814814815,-43.74074074074073,-5.5,5079.814814814814,56.0
2020-02-29 23:50:00+00:00,-47.77358490566038,-5.716981132075473,-43.64150943396226,-5.528301886792452,5079.943396226415,56.0
2020-02-29 23:55:00+00:00,-47.86792452830187,-5.660377358490568,-43.67924528301888,-5.396226415094341,5083.415094339621,56.0
2020-03-01 00:00:00+00:00,-47.83018867924528,-5.716981132075472,-43.67924528301887,-5.490566037735849,5080.377358490566,56.0
2020-03-01 00:05:00+00:00,-47.78431372549019,-5.764705882352941,-43.72549019607843,-5.294117647058824,5081.56862745098,56.0
2020-03-01 00:10:00+00:00,-47.763636363636365,-5.672727272727271,-43.67272727272727,-5.418181818181817,5083.454545454543,56.0
2020-03-01 00:15:00+00:00,-47.89090909090911,-5.800000000000001,-43.56363636363637,-5.363636363636362,5081.363636363637,56.0
2020-03-01 00:20:00+00:00,-47.82352941176471,-5.745098039215687,-43.470588235294116,-5.35294117647059,5080.215686274509,56.0
2020-03-01 00:25:00+00:00,-47.81481481481481,-5.759259259259259,-43.592592592592595,-5.333333333333334,5082.796296296298,56.0
2020-03-01 00:30:00+00:00,-47.68518518518518,-5.722222222222222,-43.68518518518519,-5.2592592592592595,5081.092592592593,56.0
2020-03-01 00:35:00+00:00,-47.75,-5.653846153846153,-43.5576923076923,-5.249999999999999,5080.961538461539,56.0
2020-03-01 00:40:00+00:00,-47.87037037037036,-5.685185185185185,-43.555555555555536,-5.296296296296297,5081.944444444444,56.0
2020-03-01 00:45:00+00:00,-47.83333333333333,-5.777777777777776,-43.51851851851853,-5.388888888888888,5081.518518518518,56.0
2020-03-01 00:50:00+00:00,-47.76470588235294,-5.607843137254902,-44.31372549019608,-6.3725490196078445,5083.823529411766,56.0
2020-03-01 00:55:00+00:00,-47.76363636363637,-5.61818181818182,-43.58181818181818,-5.30909090909091,5081.363636363639,56.0
2020-03-01 01:00:00+00:00,-47.919999999999995,-5.740000000000001,-43.54,-5.3,5083.580000000002,56.0
2020-03-01 01:05:00+00:00,-47.67307692307692,-5.730769230769231,-43.615384615384606,-5.230769230769229,5081.846153846153,56.0
2020-03-01 01:10:00+00:00,-47.833333333333314,-5.629629629629629,-43.79629629629629,-5.351851851851853,5080.24074074074,56.0
2020-03-01 01:15:00+00:00,-47.74074074074073,-5.537037037037039,-43.75925925925926,-5.351851851851852,5081.518518518519,56.0
2020-03-01 01:20:00+00:00,-47.921568627450974,-5.725490196078431,-43.74509803921569,-5.411764705882352,5082.019607843136,56.0
2020-03-01 01:25:00+00:00,-47.87037037037037,-5.62962962962963,-43.796296296296305,-5.388888888888888,5081.944444444447,56.0
2020-03-01 01:30:00+00:00,-47.77358490566038,-5.7924528301886795,-43.84905660377358,-5.471698113207548,5081.67924528302,56.0
2020-03-01 01:35:00+00:00,-47.88461538461538,-5.711538461538463,-43.6923076923077,-5.519230769230772,5084.057692307692,56.0
2020-03-01 01:40:00+00:00,-47.84905660377357,-5.716981132075472,-43.811320754716974,-5.509433962264151,5083.849056603774,56.0
2020-03-01 01:45:00+00:00,-47.90740740740738,-5.703703703703704,-43.77777777777777,-5.351851851851852,5085.351851851851,56.0
2020-03-01 01:50:00+00:00,-47.8,-5.6,-43.74,-5.499999999999999,5084.040000000001,56.0
2020-03-01 01:55:00+00:00,-48.01886792452833,-5.849056603773584,-43.830188679245296,-5.377358490566038,5085.150943396227,56.0
2020-03-01 02:00:00+00:00,-47.76923076923077,-5.673076923076923,-43.711538461538446,-5.1730769230769225,5084.057692307691,56.0
2020-03-01 02:05:00+00:00,-47.70000000000001,-5.579999999999999,-43.69999999999999,-5.54,5082.199999999999,56.0
2020-03-01 02:10:00+00:00,-47.87272727272726,-5.690909090909091,-43.672727272727286,-5.381818181818182,5083.454545454544,56.0
2020-03-01 02:15:00+00:00,-47.85185185185184,-5.6111111111111125,-43.77777777777778,-5.37037037037037,5081.092592592591,56.0
2020-03-01 02:20:00+00:00,-47.90566037735848,-5.660377358490567,-43.79245283018869,-5.471698113207547,5086.018867924529,56.0
2020-03-01 02:25:00+00:00,-47.85454545454546,-5.709090909090909,-43.690909090909095,-5.363636363636363,5083.036363636362,56.0
2020-03-01 02:30:00+00:00,-47.75925925925925,-5.740740740740741,-43.79629629629629,-5.388888888888889,5083.22222222222,56.0
2020-03-01 02:35:00+00:00,-47.882352941176464,-5.666666666666665,-43.66666666666667,-5.333333333333331,5080.666666666664,56.0
2020-03-01 02:40:00+00:00,-47.888888888888886,-5.666666666666665,-43.75925925925925,-5.351851851851853,5081.944444444446,56.0
2020-03-01 02:45:00+00:00,-47.8235294117647,-5.666666666666668,-43.80392156862745,-5.333333333333332,5082.019607843138,56.0
2020-03-01 02:50:00+00:00,-47.720000000000006,-5.7,-43.76,-5.359999999999999,5081.740000000002,56.0
2020-03-01 02:55:00+00:00,-47.692307692307686,-5.750000000000001,-43.92307692307692,-5.23076923076923,5085.384615384617,56.0
