,crc_errors,invalid_packets,messages,polling_cycles,publications,retransmissions,packet_delivery_ratio,network_delivery_ratio
2019-05-30 00:10:00,1.0,0.0,163.0,163.0,163.0,0.0,0.9939024390243902,0.9367816091954023
2019-05-30 00:25:00,2.0,0.0,162.0,162.0,162.0,1.0,0.9818181818181818,0.9310344827586207
2019-05-30 00:40:00,1.0,0.0,165.0,165.0,165.0,1.0,0.9880239520958084,0.9482758620689655
2019-05-30 00:55:00,0.0,0.0,163.0,163.0,163.0,0.0,1.0,0.9367816091954023
2019-05-30 01:10:00,0.0,0.0,161.0,161.0,161.0,0.0,1.0,0.9252873563218391
2019-05-30 01:25:00,0.0,0.0,162.0,162.0,162.0,2.0,0.9878048780487805,0.9310344827586207
2019-05-30 02:05:00,7.0,0.0,164.0,164.0,164.0,1.0,0.9534883720930233,0.9425287356321839
2019-05-30 02:20:00,3.0,0.0,162.0,163.0,162.0,4.0,0.9529411764705882,0.9310344827586207
2019-05-30 02:35:00,0.0,0.0,164.0,164.0,164.0,0.0,1.0,0.9425287356321839
2019-05-30 02:55:00,0.0,0.0,165.0,165.0,165.0,0.0,1.0,0.9482758620689655
2019-05-30 03:10:00,0.0,0.0,165.0,165.0,165.0,0.0,1.0,0.9482758620689655
2019-05-30 03:55:00,0.0,0.0,167.0,167.0,167.0,0.0,1.0,0.9597701149425287
2019-05-30 04:10:00,1.0,0.0,169.0,169.0,169.0,0.0,0.9941176470588236,0.9712643678160919
2019-05-30 04:25:00,1.0,0.0,170.0,170.0,170.0,0.0,0.9941520467836257,0.9770114942528736
2019-05-30 04:40:00,1.0,0.0,168.0,168.0,168.0,2.0,0.9824561403508771,0.9655172413793104
2019-05-30 04:55:00,4.0,0.0,168.0,168.0,168.0,0.0,0.9767441860465116,0.9655172413793104
2019-05-30 05:10:00,2.0,0.0,143.0,151.0,143.0,44.0,0.7258883248730964,0.8218390804597702
2019-05-30 05:25:00,2.0,0.0,118.0,124.0,118.0,43.0,0.6982248520710059,0.6781609195402298
2019-05-30 05:40:00,1.0,0.0,144.0,144.0,144.0,12.0,0.9171974522292994,0.8275862068965517
2019-05-30 05:55:00,1.0,0.0,138.0,149.0,138.0,54.0,0.6764705882352942,0.7931034482758621
2019-05-30 06:10:00,0.0,0.0,130.0,146.0,130.0,81.0,0.5726872246696035,0.7471264367816092
2019-05-30 06:25:00,0.0,0.0,102.0,137.0,102.0,139.0,0.3695652173913043,0.5862068965517241
2019-05-30 06:40:00,1.0,0.0,98.0,140.0,98.0,154.0,0.33220338983050846,0.5632183908045977
2019-05-30 06:55:00,1.0,0.0,171.0,171.0,171.0,0.0,0.9941860465116279,0.9827586206896551
2019-05-30 07:15:00,2.0,0.0,166.0,167.0,166.0,9.0,0.9325842696629213,0.9540229885057471
2019-05-30 07:30:00,1.0,0.0,168.0,168.0,168.0,8.0,0.9491525423728814,0.9655172413793104
2019-05-30 07:45:00,3.0,0.0,163.0,165.0,163.0,24.0,0.8489583333333334,0.9367816091954023
2019-05-30 08:00:00,7.0,0.0,131.0,152.0,131.0,97.0,0.51171875,0.7528735632183908
2019-05-30 08:15:00,5.0,0.0,122.0,141.0,122.0,98.0,0.5,0.7011494252873564
2019-05-30 08:30:00,3.0,0.0,119.0,137.0,119.0,80.0,0.5409090909090909,0.6839080459770115
2019-05-30 08:45:00,1.0,0.0,123.0,131.0,123.0,61.0,0.6373056994818653,0.7068965517241379
2019-05-30 09:00:00,4.0,0.0,129.0,144.0,129.0,77.0,0.5733333333333334,0.7413793103448276
2019-05-30 09:15:00,7.0,0.0,136.0,148.0,136.0,45.0,0.68,0.7816091954022989
2019-05-30 09:30:00,4.0,0.0,157.0,157.0,157.0,18.0,0.8770949720670391,0.9022988505747126
2019-05-30 09:45:00,4.0,0.0,155.0,155.0,155.0,8.0,0.9281437125748503,0.8908045977011494
2019-05-30 10:25:00,2.0,0.0,160.0,160.0,160.0,2.0,0.975609756097561,0.9195402298850575
2019-05-30 10:40:00,0.0,0.0,164.0,164.0,164.0,7.0,0.9590643274853801,0.9425287356321839
2019-05-30 10:55:00,1.0,0.0,111.0,127.0,111.0,78.0,0.5388349514563107,0.6379310344827587
2019-05-30 11:10:00,1.0,0.0,107.0,121.0,107.0,77.0,0.5376884422110553,0.6149425287356322
2019-05-30 11:25:00,0.0,0.0,145.0,145.0,145.0,2.0,0.9863945578231292,0.8333333333333334
2019-05-30 11:40:00,2.0,0.0,114.0,140.0,114.0,105.0,0.46153846153846156,0.6551724137931034
2019-05-30 11:55:00,1.0,0.0,125.0,144.0,125.0,115.0,0.4807692307692308,0.7183908045977011
2019-05-30 12:30:00,0.0,0.0,153.0,156.0,153.0,19.0,0.8742857142857143,0.8793103448275862
2019-05-30 12:45:00,3.0,0.0,155.0,155.0,155.0,0.0,0.9810126582278481,0.8908045977011494
2019-05-30 13:00:00,2.0,0.0,166.0,166.0,166.0,0.0,0.9880952380952381,0.9540229885057471
2019-05-30 13:15:00,0.0,0.0,170.0,170.0,170.0,3.0,0.9826589595375722,0.9770114942528736
2019-05-30 13:30:00,0.0,0.0,163.0,163.0,163.0,4.0,0.9760479041916168,0.9367816091954023
2019-05-30 13:45:00,2.0,0.0,149.0,149.0,149.0,0.0,0.9867549668874173,0.8563218390804598
2019-05-30 14:00:00,1.0,0.0,167.0,167.0,167.0,1.0,0.9881656804733728,0.9597701149425287
2019-05-30 14:15:00,3.0,0.0,160.0,160.0,160.0,1.0,0.975609756097561,0.9195402298850575
2019-05-30 14:35:00,0.0,0.0,170.0,170.0,170.0,0.0,1.0,0.9770114942528736
2019-05-30 14:50:00,3.0,0.0,170.0,170.0,170.0,1.0,0.9770114942528736,0.9770114942528736
2019-05-30 15:05:00,0.0,0.0,151.0,159.0,151.0,52.0,0.7156398104265402,0.867816091954023
2019-05-30 15:20:00,0.0,0.0,162.0,164.0,162.0,31.0,0.8307692307692308,0.9310344827586207
2019-05-30 15:35:00,1.0,0.0,169.0,169.0,169.0,1.0,0.9883040935672515,0.9712643678160919
2019-05-30 15:50:00,2.0,0.0,135.0,156.0,135.0,88.0,0.5487804878048781,0.7758620689655172
2019-05-30 16:05:00,1.0,0.0,108.0,148.0,108.0,143.0,0.3698630136986301,0.6206896551724138
2019-05-30 16:20:00,0.0,0.0,13.0,119.0,13.0,326.0,0.029213483146067417,0.07471264367816093
2019-05-30 16:35:00,0.0,0.0,0.0,115.0,0.0,345.0,0.0,0.0
2019-05-30 16:50:00,0.0,0.0,0.0,116.0,0.0,348.0,0.0,0.0
