,crc_errors,invalid_packets,messages,polling_cycles,publications,retransmissions,packet_delivery_ratio,network_delivery_ratio
2019-05-30 00:10:00,1.0,0.0,161.0,163.0,161.0,22.0,0.8655913978494624,0.9252873563218391
2019-05-30 00:25:00,1.0,0.0,162.0,162.0,162.0,16.0,0.9050279329608939,0.9310344827586207
2019-05-30 00:40:00,3.0,0.0,165.0,165.0,165.0,8.0,0.9375,0.9482758620689655
2019-05-30 00:55:00,0.0,0.0,163.0,163.0,163.0,12.0,0.9314285714285714,0.9367816091954023
2019-05-30 01:10:00,0.0,0.0,161.0,161.0,161.0,17.0,0.9044943820224719,0.9252873563218391
2019-05-30 01:25:00,3.0,0.0,162.0,162.0,162.0,20.0,0.8756756756756757,0.9310344827586207
2019-05-30 02:05:00,1.0,0.0,164.0,164.0,164.0,16.0,0.9060773480662984,0.9425287356321839
2019-05-30 02:20:00,0.0,0.0,163.0,163.0,163.0,16.0,0.9106145251396648,0.9367816091954023
2019-05-30 02:35:00,0.0,0.0,163.0,164.0,163.0,14.0,0.9157303370786517,0.9367816091954023
2019-05-30 02:55:00,0.0,0.0,165.0,165.0,165.0,15.0,0.9166666666666666,0.9482758620689655
2019-05-30 03:10:00,1.0,0.0,165.0,165.0,165.0,14.0,0.9166666666666666,0.9482758620689655
2019-05-30 03:55:00,1.0,0.0,167.0,167.0,167.0,16.0,0.907608695652174,0.9597701149425287
2019-05-30 04:10:00,1.0,0.0,169.0,169.0,169.0,15.0,0.9135135135135135,0.9712643678160919
2019-05-30 04:25:00,3.0,0.0,169.0,170.0,169.0,11.0,0.9184782608695652,0.9712643678160919
2019-05-30 04:40:00,0.0,0.0,168.0,168.0,168.0,14.0,0.9230769230769231,0.9655172413793104
2019-05-30 04:55:00,5.0,0.0,167.0,168.0,167.0,6.0,0.9329608938547486,0.9597701149425287
2019-05-30 05:10:00,2.0,0.0,151.0,151.0,151.0,1.0,0.9805194805194806,0.867816091954023
2019-05-30 05:25:00,2.0,0.0,124.0,124.0,124.0,3.0,0.9612403100775194,0.7126436781609196
2019-05-30 05:40:00,1.0,0.0,144.0,144.0,144.0,4.0,0.9664429530201343,0.8275862068965517
