,gateway_rssi,gateway_snr,node_rssi,node_snr,node_vcc,payload
2019-09-28 00:10:00+00:00,-85.69767441860465,-3.5581395348837206,-78.58139534883722,-3.2558139534883725,4718.0465116279065,56.0
2019-09-28 00:15:00+00:00,-85.75000000000003,-3.4722222222222223,-78.70833333333333,-3.3055555555555562,4720.333333333334,56.0
2019-09-28 00:20:00+00:00,-85.83783783783785,-3.554054054054054,-78.63513513513514,-3.202702702702702,4718.486486486485,56.0
2019-09-28 00:25:00+00:00,-85.88732394366195,-3.5211267605633796,-78.8169014084507,-3.1267605633802824,4717.070422535213,56.0
2019-09-28 00:30:00+00:00,-85.82191780821917,-3.438356164383561,-78.76712328767125,-3.301369863013698,4719.671232876713,56.0
2019-09-28 00:35:00+00:00,-85.94520547945204,-3.465753424657534,-78.76712328767123,-3.246575342465754,4715.0410958904085,56.0
2019-09-28 00:40:00+00:00,-85.89855072463766,-3.5362318840579703,-78.89855072463767,-3.1159420289855078,4718.666666666665,56.0
2019-09-28 00:45:00+00:00,-85.93150684931501,-3.4383561643835625,-78.8082191780822,-3.164383561643836,4716.397260273972,56.0
2019-09-28 00:50:00+00:00,-85.9189189189189,-3.4189189189189184,-78.86486486486484,-3.175675675675676,4717.405405405406,56.0
2019-09-28 00:55:00+00:00,-85.82608695652173,-3.5507246376811596,-78.92753623188398,-3.072463768115943,4717.521739130434,56.0
2019-09-28 01:00:00+00:00,-85.91666666666667,-3.4861111111111103,-78.87499999999996,-3.180555555555555,4717.0,56.0
2019-09-28 01:05:00+00:00,-85.9583333333333,-3.513888888888889,-78.81944444444444,-3.1805555555555554,4718.666666666665,56.0
2019-09-28 01:10:00+00:00,-85.75714285714284,-3.4857142857142858,-78.79999999999995,-3.1571428571428575,4719.4285714285725,56.0
2019-09-28 01:15:00+00:00,-85.75342465753425,-3.4794520547945207,-78.73972602739723,-3.2054794520547945,4716.410958904107,56.0
2019-09-28 01:20:00+00:00,-85.77777777777777,-3.3888888888888884,-78.77777777777781,-3.1944444444444438,4719.513888888889,56.0
2019-09-28 01:25:00+00:00,-85.81428571428569,-3.5857142857142854,-78.72857142857143,-3.1142857142857148,4719.714285714285,56.0
2019-09-28 01:30:00+00:00,-85.75342465753428,-3.5753424657534247,-78.52054794520551,-3.191780821917808,4719.136986301371,56.0
2019-09-28 01:35:00+00:00,-85.78378378378375,-3.5810810810810807,-78.50000000000003,-3.2162162162162167,4717.418918918916,56.0
2019-09-28 01:40:00+00:00,-85.82608695652173,-3.6231884057971024,-78.43478260869567,-3.3478260869565224,4717.521739130432,56.0
2019-09-28 01:45:00+00:00,-85.74999999999996,-3.611111111111111,-78.4861111111111,-3.1805555555555562,4718.111111111111,56.0
2019-09-28 01:50:00+00:00,-85.60273972602738,-3.5616438356164384,-78.54794520547944,-3.2328767123287676,4713.438356164383,56.0
2019-09-28 01:55:00+00:00,-85.76056338028165,-3.6056338028169024,-78.64788732394368,-3.2394366197183104,4717.943661971829,56.0
2019-09-28 02:00:00+00:00,-85.83333333333333,-3.708333333333334,-78.62500000000004,-3.2500000000000004,4715.902777777778,56.0
2019-09-28 02:05:00+00:00,-85.7972972972973,-3.5405405405405395,-78.78378378378379,-3.162162162162162,4717.689189189189,56.0
2019-09-28 02:10:00+00:00,-85.80281690140843,-3.507042253521126,-78.74647887323941,-3.1267605633802815,4722.154929577468,56.0
2019-09-28 02:15:00+00:00,-85.8630136986301,-3.616438356164384,-78.79452054794518,-3.1369863013698627,4719.123287671235,56.0
2019-09-28 02:20:00+00:00,-85.90410958904107,-3.5205479452054793,-78.78082191780825,-3.136986301369863,4717.753424657535,56.0
2019-09-28 02:25:00+00:00,-85.85714285714286,-3.4,-78.78571428571429,-3.1571428571428566,4718.857142857143,56.0
2019-09-28 02:30:00+00:00,-85.82191780821917,-3.4794520547945202,-78.82191780821917,-3.1369863013698636,4713.698630136989,56.0
2019-09-28 02:35:00+00:00,-85.86111111111109,-3.5138888888888884,-78.80555555555551,-3.2083333333333326,4714.8194444444425,56.0
2019-09-28 02:40:00+00:00,-85.92753623188402,-3.5362318840579707,-78.7536231884058,-3.2028985507246372,4716.376811594203,56.0
2019-09-28 02:45:00+00:00,-85.83561643835611,-3.424657534246575,-78.8630136986301,-3.2191780821917795,4717.76712328767,56.0
2019-09-28 02:50:00+00:00,-85.81081081081082,-3.4864864864864873,-78.77027027027029,-3.1351351351351346,4717.716216216217,56.0
2019-09-28 02:55:00+00:00,-85.91428571428567,-3.4714285714285706,-78.88571428571424,-3.228571428571429,4718.000000000001,56.0
2019-09-28 03:00:00+00:00,-85.83333333333334,-3.583333333333333,-78.83333333333331,-3.1527777777777777,4719.791666666668,56.0
2019-09-28 03:05:00+00:00,-85.83333333333331,-3.6666666666666665,-78.80555555555554,-3.1944444444444455,4717.8472222222235,56.0
2019-09-28 03:10:00+00:00,-85.68571428571425,-3.428571428571429,-78.80000000000001,-3.071428571428572,4718.028571428572,56.0
2019-09-28 03:15:00+00:00,-85.86301369863014,-3.4931506849315066,-78.87671232876713,-3.1506849315068486,4717.205479452054,56.0
