,gateway_rssi,gateway_snr,node_rssi,node_snr,node_vcc,payload
2019-10-01 10:45:00+00:00,-65.0,-5.0,-56.666666666666664,-5.666666666666667,5166.0,58.0
2019-10-01 11:05:00+00:00,-66.75,-5.25,-58.75,-5.25,5166.0,58.0
2019-10-01 12:05:00+00:00,-66.46031746031743,-5.412698412698411,-58.77777777777778,-5.571428571428571,5167.52380952381,58.0
2019-10-01 12:10:00+00:00,-66.29870129870129,-5.324675324675324,-58.571428571428584,-5.5194805194805205,5167.870129870131,58.0
2019-10-01 12:15:00+00:00,-67.31168831168826,-5.155844155844156,-59.54545454545455,-5.428571428571429,5168.805194805196,58.0
2019-10-01 12:20:00+00:00,-67.16666666666667,-5.208333333333334,-59.47222222222224,-5.347222222222222,5168.333333333332,58.0
2019-10-01 12:25:00+00:00,-66.44736842105264,-5.447368421052629,-58.69736842105264,-5.565789473684212,5167.578947368422,58.0
2019-10-01 12:30:00+00:00,-66.1578947368421,-5.302631578947366,-58.35526315789473,-5.565789473684212,5167.894736842106,58.0
2019-10-01 12:35:00+00:00,-65.44000000000003,-5.426666666666668,-57.839999999999996,-5.64,5169.200000000002,58.0
2019-10-01 12:40:00+00:00,-64.92207792207797,-5.38961038961039,-57.012987012987004,-5.68831168831169,5168.181818181821,58.0
2019-10-01 12:45:00+00:00,-66.3116883116883,-5.285714285714284,-58.298701298701275,-5.467532467532467,5166.623376623377,58.01298701298701
2019-10-01 12:50:00+00:00,-67.61333333333332,-5.226666666666664,-59.72,-5.520000000000001,5167.280000000002,58.0
2019-10-01 12:55:00+00:00,-66.53246753246754,-5.35064935064935,-58.55844155844155,-5.493506493506495,5167.558441558444,58.0
2019-10-01 13:00:00+00:00,-66.32467532467531,-5.3766233766233755,-58.48051948051946,-5.467532467532469,5168.493506493505,58.0
2019-10-01 13:05:00+00:00,-66.7945205479452,-5.4657534246575326,-58.99999999999999,-5.424657534246576,5167.315068493151,58.0
2019-10-01 13:10:00+00:00,-66.59740259740262,-5.246753246753246,-58.701298701298704,-5.545454545454546,5166.311688311688,58.0
2019-10-01 13:15:00+00:00,-66.59493670886077,-5.329113924050632,-58.75949367088609,-5.392405063291139,5167.822784810129,58.0
2019-10-01 13:20:00+00:00,-66.51351351351353,-5.2972972972972965,-58.83783783783783,-5.540540540540542,5167.297297297299,58.0
2019-10-01 13:25:00+00:00,-66.67948717948717,-5.435897435897433,-58.7948717948718,-5.538461538461539,5166.615384615385,58.0
2019-10-01 13:30:00+00:00,-66.63636363636361,-5.311688311688313,-58.85714285714286,-5.48051948051948,5167.558441558444,58.0
2019-10-01 13:35:00+00:00,-66.60810810810807,-5.256756756756756,-58.95945945945945,-5.648648648648647,5167.621621621624,58.0
2019-10-01 13:40:00+00:00,-66.6233766233766,-5.25974025974026,-59.10389610389611,-5.467532467532467,5168.805194805193,58.0
2019-10-01 13:45:00+00:00,-66.75324675324676,-5.233766233766232,-58.97402597402598,-5.441558441558442,5167.558441558444,58.0
2019-10-01 13:50:00+00:00,-66.77333333333333,-5.306666666666666,-58.89333333333335,-5.413333333333334,5167.920000000001,58.0
2019-10-01 13:55:00+00:00,-66.7236842105263,-5.276315789473682,-58.736842105263165,-5.460526315789471,5166.631578947367,58.0
2019-10-01 14:00:00+00:00,-66.64102564102564,-5.28205128205128,-58.923076923076934,-5.525641025641027,5168.153846153846,58.0
2019-10-01 14:05:00+00:00,-66.62666666666668,-5.333333333333334,-58.74666666666667,-5.386666666666665,5166.640000000001,58.0
2019-10-01 14:10:00+00:00,-66.6666666666667,-5.358974358974359,-58.794871794871796,-5.4230769230769225,5167.5384615384655,58.0
2019-10-01 14:15:00+00:00,-66.57894736842104,-5.302631578947366,-59.06578947368422,-5.500000000000002,5167.578947368424,58.0
2019-10-01 14:20:00+00:00,-66.67123287671228,-5.4383561643835625,-58.780821917808204,-5.397260273972604,5167.972602739728,58.0
2019-10-01 14:25:00+00:00,-66.68831168831167,-5.363636363636365,-58.753246753246756,-5.480519480519479,5167.246753246754,58.0
2019-10-01 14:30:00+00:00,-66.62337662337663,-5.298701298701298,-58.844155844155864,-5.545454545454545,5166.623376623376,58.0
2019-10-01 14:35:00+00:00,-66.82666666666667,-5.386666666666665,-58.78666666666667,-5.426666666666665,5166.32,58.0
2019-10-01 14:40:00+00:00,-66.73214285714286,-5.3392857142857135,-58.874999999999986,-5.482142857142855,5166.857142857145,58.0
2019-10-01 15:00:00+00:00,-68.18518518518522,-5.1111111111111125,-60.64814814814814,-5.574074074074074,5169.1111111111095,58.0
2019-10-01 15:05:00+00:00,-68.02631578947363,-5.184210526315789,-60.223684210526315,-5.56578947368421,5169.157894736841,58.0
2019-10-01 15:10:00+00:00,-68.94805194805193,-5.129870129870132,-61.37662337662337,-5.597402597402598,5166.9350649350645,58.0
2019-10-01 15:15:00+00:00,-68.3108108108108,-5.108108108108107,-60.55405405405405,-5.554054054054055,5168.594594594595,58.0
2019-10-01 15:20:00+00:00,-68.01298701298698,-5.064935064935064,-60.15584415584416,-5.389610389610389,5168.181818181817,57.97402597402598
2019-10-01 15:25:00+00:00,-68.49350649350652,-5.12987012987013,-60.454545454545446,-5.44155844155844,5167.870129870131,57.740259740259724
2019-10-01 15:30:00+00:00,-68.75999999999998,-5.16,-60.90666666666667,-5.33333333333333,5169.199999999999,57.013333333333335
2019-10-01 15:35:00+00:00,-68.17105263157897,-5.13157894736842,-59.973684210526315,-5.342105263157895,5167.894736842108,57.0
